actor_id,award_name,year,award_outcome,award_description
nm0000173,Satellite Awards,2010,"Nominee
Satellite Award","Best Actress in a Motion Picture, Drama
Rabbit Hole (2010)"
nm0000173,Satellite Awards,2009,"Winner
Special Achievement Award","Best Ensemble, Motion Picture
Nine (2009)

Shared with:

Kate Hudson

Daniel Day-Lewis

Fergie

Penélope Cruz

Marion Cotillard

Judi Dench

Sophia Loren"
nm0000173,Satellite Awards,2007,"Nominee
Satellite Award","Best Actress in a Motion Picture, Comedy or Musical
Margot at the Wedding (2007)"
nm0000173,Satellite Awards,2003,"Nominee
Golden Satellite Award","Best Actress in a Motion Picture, Drama
The Hours (2002)"
nm0000173,Satellite Awards,2002,"Winner
Golden Satellite Award","Best Performance by an Actress in a Motion Picture, Comedy or Musical
Moulin Rouge! (2001)"
nm0000173,Satellite Awards,2002,"Nominee
Golden Satellite Award","Best Performance by an Actress in a Motion Picture, Drama
The Others (2001)"
nm0000173,Satellite Awards,2000,"Nominee
Golden Satellite Award","Best Performance by an Actress in a Motion Picture, Drama
Eyes Wide Shut (1999)"
nm0000173,Screen Actors Guild Awards,2021,"Nominee
Actor","Outstanding Performance by a Female Actor in a Television Movie or Limited Series
The Undoing (2020)"
nm0000173,Screen Actors Guild Awards,2020,"Nominee
Actor","Outstanding Performance by an Ensemble in a Drama Series
Big Little Lies (2017)

Shared with:

Iain Armitage

Darby Camp

Chloe Coleman

Cameron Crovetti

Nicholas Crovetti

Laura Dern

Martin Donovan

Merrin Dungey

Crystal Fox

Ivy George

Zoë Kravitz

Kathryn Newton

Jeffrey Nordling

Denis O'Hare

Adam Scott

Alexander Skarsgård

Douglas Smith

Meryl Streep

James Tupper

Robin Weigert

Reese Witherspoon

Shailene Woodley"
nm0000173,Screen Actors Guild Awards,2020,"Nominee
Actor","Outstanding Performance by a Cast in a Motion Picture
Bombshell (2019)

Shared with:

Connie Britton

Allison Janney

John Lithgow

Kate McKinnon

Malcolm McDowell

Margot Robbie

Charlize Theron"
nm0000173,Screen Actors Guild Awards,2020,"Nominee
Actor","Outstanding Performance by a Female Actor in a Supporting Role
Bombshell (2019)"
nm0000173,Screen Actors Guild Awards,2018,"Winner
Actor","Outstanding Performance by a Female Actor in a Television Movie or Limited Series
Big Little Lies (2017)"
nm0000173,Screen Actors Guild Awards,2017,"Nominee
Actor","Outstanding Performance by a Female Actor in a Supporting Role
Lion (2016)"
nm0000173,Screen Actors Guild Awards,2016,"Nominee
Actor","Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Grace of Monaco (2014)"
nm0000173,Screen Actors Guild Awards,2013,"Nominee
Actor","Outstanding Performance by a Female Actor in a Supporting Role
The Paperboy (2012)"
nm0000173,Screen Actors Guild Awards,2013,"Nominee
Actor","Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Hemingway & Gellhorn (2012)"
nm0000173,Screen Actors Guild Awards,2011,"Nominee
Actor","Outstanding Performance by a Female Actor in a Leading Role
Rabbit Hole (2010)"
nm0000173,Screen Actors Guild Awards,2010,"Nominee
Actor","Outstanding Performance by a Cast in a Motion Picture
Nine (2009)

Shared with:

Marion Cotillard

Penélope Cruz

Daniel Day-Lewis

Judi Dench

Fergie

Kate Hudson

Sophia Loren"
nm0000173,Screen Actors Guild Awards,2003,"Nominee
Actor","Outstanding Performance by a Female Actor in a Leading Role
The Hours (2002)"
nm0000173,Screen Actors Guild Awards,2003,"Nominee
Actor","Outstanding Performance by the Cast of a Theatrical Motion Picture
The Hours (2002)

Shared with:

Toni Collette

Claire Danes

Jeff Daniels

Stephen Dillane

Ed Harris

Allison Janney

Julianne Moore

John C. Reilly

Miranda Richardson

Meryl Streep"
nm0000173,Screen Actors Guild Awards,2002,"Nominee
Actor","Outstanding Performance by the Cast of a Theatrical Motion Picture
Moulin Rouge! (2001)

Shared with:

Jim Broadbent

John Leguizamo

Ewan McGregor

Richard Roxburgh"
nm0000173,Seattle Film Critics Awards,2002,"Nominee
Seattle Film Critics Award","Best Actress
The Hours (2002)"
nm0000173,Seattle International Film Festival,1995,"Winner
Golden Space Needle Award","Best Actress
To Die For (1995)"
nm0000173,"SESC Film Festival, Brazil",2005,"Winner
Critics Award","Best Foreign Actress (Melhor Atriz Estrangeira)
Dogville (2003)"
nm0000173,"SESC Film Festival, Brazil",2005,"Winner
Audience Award","Best Foreign Actress (Melhor Atriz Estrangeira)
Dogville (2003)"
nm0000173,Shanghai International Film Festival,2014,"Winner
Outstanding Contribution to World Cinema",
nm0000173,Shanghai International TV Festival,2021,"Nominee
Magnolia Award","Best Foreign TV Film/Miniseries
The Undoing (2020)

Shared with:

Celia D. Costas

Stephen Garrett

Bruna Papandrea

Per Saari

David E. Kelley

Susanne Bier

Deb Dyer"
nm0000173,"ShoWest Convention, USA",2002,"Winner
Special Award",Distinguished Decade of Achievement in Film
nm0000173,"ShoWest Convention, USA",1992,"Winner
ShoWest Award",Female Star of Tomorrow
nm0000173,Southeastern Film Critics Association Awards,2002,"Nominee
SEFCA Award","Best Actress
The Hours (2002)"
nm0000173,Southeastern Film Critics Association Awards,1996,"Winner
SEFCA Award","Best Actress
To Die For (1995)"
nm0000173,"St. Louis Film Critics Association, US",2010,"Nominee
SLFCA Award","Best Actress
Rabbit Hole (2010)"
nm0000173,SyFy Portal Genre Awards,2008,"Nominee
Genre Award","Best Actress in a Movie
The Golden Compass (2007)"
nm0000173,Taormina International Film Festival,2019,"Winner
Taormina Arte Award","Nicole Kidman
Taormina (1909)"
nm0000173,Teen Choice Awards,2009,"Nominee
Teen Choice Award","Choice Movie Actress: Drama
Australia (2008)"
nm0000173,Television Critics Association Awards,2017,"Winner
TCA Award","Outstanding Achievement in Movies, Miniseries and Specials
Big Little Lies (2017)"
nm0000173,Television Critics Association Awards,2017,"Nominee
TCA Award","Individual Achievement in Drama
Big Little Lies (2017)"
nm0000173,The BAM Awards,2019,"Nominee
The BAM Award","Best Supporting Actress
The Goldfinch (2019)"
nm0000173,The BAM Awards,2019,"Nominee
The BAM Award","Best Cast
The Goldfinch (2019)

Shared with:

Oakes Fegley

Ansel Elgort

Jeffrey Wright

Luke Wilson

Sarah Paulson

Willa Fitzgerald

Finn Wolfhard

Aimee Laurence

Carly Connors

Ryan Foust

Jack DiFalco

Collin Shea Schirrmacher

Nicky Torchia"
nm0000173,The Stinkers Bad Movie Awards,2005,"Nominee
Stinker Award","Worst Actress
Bewitched (2005)"
nm0000173,The Stinkers Bad Movie Awards,2005,"Nominee
Stinker Award","Worst On-Screen Couple
Bewitched (2005)

Shared with:

Will Ferrell"
nm0000173,The Stinkers Bad Movie Awards,2005,"Nominee
Stinker Award","Most Annoying Fake Accent: Female
Bewitched (2005)"
nm0000173,Utah Film Critics Association Awards,2010,"Nominee
UFCA Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Utah Film Critics Association Awards,2002,"Nominee
UFCA Award","Best Actress
The Hours (2002)"
nm0000173,Vancouver Film Critics Circle,2003,"Nominee
VFCC Award","Best Actress
The Hours (2002)"
nm0000173,Village Voice Film Poll,2007,"Nominee
VVFP Award","Best Actress
Margot at the Wedding (2007)


6th place."
nm0000173,Walk of Fame,2003,"Winner
Star on the Walk of Fame","Motion Picture

On January 13, 2003. At 6801 Hollywood Blvd."
nm0000173,Washington DC Area Film Critics Association Awards,2018,"Nominee
WAFCA Award","Best Supporting Actress
Boy Erased (2018)"
nm0000173,Washington DC Area Film Critics Association Awards,2010,"Nominee
WAFCA Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Washington DC Area Film Critics Association Awards,2009,"Nominee
WAFCA Award","Best Ensemble
Nine (2009)

Shared with:

Marion Cotillard

Penélope Cruz

Daniel Day-Lewis

Judi Dench

Fergie

Kate Hudson

Sophia Loren"
nm0000173,Women Film Critics Circle Awards,2018,"Winner
Courage in Acting Award",Destroyer (2018)
nm0000173,Women Film Critics Circle Awards,2006,"Winner
WFCC Award","Best Animated Female
Happy Feet (2006)

Shared with:

Brittany Murphy"
nm0000173,Women in Film Crystal Awards,2015,"Winner
Crystal Award",
nm0000173,Women's Image Network Awards,2012,"Winner
WIN Award","Best Actress in a Made for Television Movie
Hemingway & Gellhorn (2012)"
nm0000173,Yoga Awards,2008,"Winner
Yoga Award","Worst Foreign Actress
Fur: An Imaginary Portrait of Diane Arbus (2006)

The Golden Compass (2007)

The Invasion (2007)"
nm0124930,"Academy of Science Fiction, Fantasy & Horror Films, USA",2008,"Nominee
Saturn Award","Best Actor
300 (2006)"
nm0124930,Annie Awards,2011,"Nominee
Annie","Best Voice Acting in an Animated Feature Production
How to Train Your Dragon (2010)


For playing ""Stoick""."
nm0124930,Behind the Voice Actors Awards,2015,"Nominee
BTVA Feature Film Voice Acting Award","Best Vocal Ensemble in a Feature Film
How to Train Your Dragon 2 (2014)

Shared with:

Jay Baruchel

Cate Blanchett

Djimon Hounsou

America Ferrera

Kristen Wiig

T.J. Miller

Jonah Hill

Christopher Mintz-Plasse

Craig Ferguson"
nm0124930,"Empire Awards, UK",2008,"Nominee
Empire Award","Best Actor
300 (2006)"
nm0124930,"Golden Camera, Germany",2016,"Winner
Golden Camera","Best International Actor

For his body of work."
nm0124930,Golden Schmoes Awards,2007,"Nominee
Golden Schmoes","Breakthrough Performance of the Year
300 (2006)"
nm0124930,MTV Movie + TV Awards,2007,"Winner
MTV Movie Award","Best Fight
300 (2006)


Vs. the ""Uber Immortal""."
nm0124930,MTV Movie + TV Awards,2007,"Nominee
MTV Movie Award","Best Performance
300 (2006)"
nm0124930,"National Film and Television Awards, USA",2018,"Nominee
National Film and Television Award","Best Actor
Den of Thieves (2018)"
nm0124930,Online Film & Television Association,2005,"Nominee
OFTA Film Award","Best Music, Adapted Song
The Phantom of the Opera (2004)

Shared with:

Andrew Lloyd Webber

(music by)        

Charles Hart

(lyrics by)        

Richard Stilgoe

(lyrics by)        



For the song ""The Music of the Night""."
nm0124930,"People's Choice Awards, USA",2010,"Nominee
People's Choice Award",Favorite Action Star
nm0124930,Razzie Awards,2017,"Nominee
Razzie Award","Worst Actor
Gods of Egypt (2016)

London Has Fallen (2016)"
nm0124930,Razzie Awards,2011,"Nominee
Razzie Award","Worst Screen Couple/Worst Screen Ensemble
The Bounty Hunter (2010)

Shared with:

Jennifer Aniston"
nm0124930,Razzie Awards,2011,"Nominee
Razzie Award","Worst Actor
The Bounty Hunter (2010)"
nm0124930,Russian National Movie Awards,2014,"Nominee
Georges Award",Best Foreign Actor of the Decade
nm0124930,Russian National Movie Awards,2010,"Nominee
Georges Award",Best Foreign Actor
nm0124930,Satellite Awards,2005,"Nominee
Golden Satellite Award","Best Actor in a Motion Picture, Comedy or Musical
The Phantom of the Opera (2004)"
nm0124930,Scream Awards,2007,"Nominee
Scream Award","Fantasy Hero
300 (2006)"
nm0124930,Teen Choice Awards,2010,"Nominee
Teen Choice Award","Choice Movie Actor: Romantic Comedy
The Ugly Truth (2009)

The Bounty Hunter (2010)"
nm0124930,World Stunt Awards,2007,"Winner
Action Movie Star of the Year",
nm0124930,Yoga Awards,2011,"Winner
Yoga Award","Worst Foreign Actor
The Bounty Hunter (2010)

Law Abiding Citizen (2009)"
nm0048932,Primetime Emmy Awards,2009,"Nominee
Primetime Emmy","Outstanding Lead Actor in a Drama Series
The Mentalist (2008)


For playing: ""Patrick Jane""."
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2021,"Nominee
AACTA Award","Best Lead Actor in Film
High Ground (2020)"
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2018,"Winner
AACTA Award","Best Supporting Actor
Breath (2017)"
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2018,"Nominee
AACTA Award","Best Film
Breath (2017)

Shared with:

Mark Johnson

Jamie Hilton"
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2018,"Nominee
AACTA Award","Best Direction
Breath (2017)"
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2018,"Nominee
AACTA Award","Best Adapted Screenplay
Breath (2017)

Shared with:

Gerard Lee

Tim Winton"
nm0048932,Australian Academy of Cinema and Television Arts (AACTA) Awards,2017,"Winner
Trailblazer Award",
nm0048932,Australian Directors Guild Awards,2018,"Winner
ADG Award","Best Direction in a Feature Film
Breath (2017)"
nm0048932,Australian Film Critics Association Awards,2019,"Nominee
AFCA Award","Best Supporting Actor
Breath (2017)"
nm0048932,Australian Film Critics Association Awards,2019,"Nominee
AFCA Award","Best Director
Breath (2017)"
nm0048932,Australian Film Critics Association Awards,2019,"Nominee
AFCA Award","Best Screenplay
Breath (2017)

Shared with:

Gerard Lee"
nm0048932,Australian Film Institute,2010,"Nominee
AFI International Award","Best Actor
The Mentalist (2008)


Season 2"
nm0048932,Australian Film Institute,2000,"Nominee
AFI Award","Best Performance by an Actor in a Leading Role in a Telefeature or Mini-Series
Secret Men's Business (1999)"
nm0048932,Central Ohio Film Critics Association,2012,"Nominee
COFCA Award","Best Ensemble
Margin Call (2011)

Shared with:

Kevin Spacey

Paul Bettany

Jeremy Irons

Zachary Quinto

Penn Badgley

Mary McDonnell

Demi Moore

Stanley Tucci

Aasif Mandvi"
nm0048932,Family Television Awards,2002,"Winner
Family Television Award","Actor
The Guardian (2001)"
nm0048932,Film Critics Circle of Australia Awards,2019,"Winner
FCCA Award","Best Actor - Supporting Role
Breath (2017)"
nm0048932,Film Critics Circle of Australia Awards,2019,"Winner
FCCA Award","Best Script
Breath (2017)

Shared with:

Gerard Lee

Tim Winton"
nm0048932,Film Critics Circle of Australia Awards,2019,"Nominee
FCCA Award","Best Director
Breath (2017)"
nm0048932,Film Critics Circle of Australia Awards,2019,"Nominee
FCCA Award","Best Film
Breath (2017)

Shared with:

Mark Johnson

Jamie Hilton"
nm0048932,Film Independent Spirit Awards,2012,"Winner
Robert Altman Award","Margin Call (2011)

Shared with:

J.C. Chandor

(director)        

Tiffany Little Canfield

(casting director)        

Bernard Telsey

(casting director)        

Penn Badgley

(ensemble cast)        

Paul Bettany

(ensemble cast)        

Jeremy Irons

(ensemble cast)        

Mary McDonnell

(ensemble cast)        

Demi Moore

(ensemble cast)        

Zachary Quinto

(ensemble cast)        

Kevin Spacey

(ensemble cast)        

Stanley Tucci

(ensemble cast)"
nm0048932,"Golden Globes, USA",2010,"Nominee
Golden Globe","Best Performance by an Actor in a Television Series - Drama
The Mentalist (2008)"
nm0048932,"Golden Globes, USA",2002,"Nominee
Golden Globe","Best Performance by an Actor in a Television Series - Drama
The Guardian (2001)"
nm0048932,Gotham Awards,2011,"Nominee
Gotham Independent Film Award","Best Ensemble Performance
Margin Call (2011)

Shared with:

Kevin Spacey

Paul Bettany

Jeremy Irons

Zachary Quinto

Penn Badgley

Mary McDonnell

Demi Moore

Stanley Tucci

Aasif Mandvi"
nm0048932,Logie Awards,2004,"Nominee
Logie",Most Popular Overseas Star
nm0048932,Logie Awards,1993,"Winner
Logie","Most Popular New Talent
E Street (1989)"
nm0048932,"People's Choice Awards, USA",2015,"Nominee
People's Choice Award",Favorite Crime Drama TV Actor
nm0048932,"People's Choice Awards, USA",2011,"Nominee
People's Choice Award","Favorite TV Crime Fighter
The Mentalist (2008)"
nm0048932,Phoenix Film Critics Society Awards,2011,"Nominee
PFCS Award","Best Ensemble Acting
Margin Call (2011)

Shared with:

Kevin Spacey

Paul Bettany

Jeremy Irons

Zachary Quinto

Penn Badgley

Mary McDonnell

Demi Moore

Stanley Tucci

Susan Blackwell

Aasif Mandvi

Ashley Williams"
nm0048932,Prism Awards,2005,"Nominee
Prism Award","Performance in a Drama Series Storyline
The Guardian (2001)"
nm0048932,Screen Actors Guild Awards,2010,"Nominee
Actor","Outstanding Performance by a Male Actor in a Drama Series
The Mentalist (2008)"
nm0048932,Seattle International Film Festival,2018,"Nominee
Futurewave Youth Jury Award","Best Feature Film
Breath (2017)"
nm0048932,Walk of Fame,2013,"Winner
Star on the Walk of Fame","Television

On February 14, 2013. At 6352 Hollywood Blvd."
nm0000139,BAFTA Awards,2000,"Nominee
BAFTA Film Award","Best Performance by an Actress in a Supporting Role
Being John Malkovich (1999)"
nm0000139,20/20 Awards,2018,"Nominee
Felix","Best Supporting Actress
My Best Friend's Wedding (1997)"
nm0000139,"Academy of Science Fiction, Fantasy & Horror Films, USA",2002,"Nominee
Saturn Award","Best Supporting Actress
Vanilla Sky (2001)"
